parent_tree,parent_text,parent_type,left_tree,left_text,left_type,right_tree,right_text,right_type,cc_tree,cc_text,base_text,parent_funnel,left_funnel,right_funnel,same_type,same_funnel,clausal_coord,corrective,anchored,left_sent,base_sent,right_sent,cosine,left_vad,left_valence,left_arousal,left_dominance,right_vad,right_valence,right_arousal,right_dominance,vad_cosine,vad_distance
"(VP
  (VBN stagnated)
  (CC or)
  (VBN regressed)
  (PP (IN since) (NP (DT the) (JJ early) (NNS seventies))))",stagnated or regressed since the early seventies,VP,(VBN (VBN stagnated)),stagnated,VBN,(VBN (VBN regressed)),regressed,VBN,(CC or),or,a national research council study notes the status of blacks relative to whites -LRB- in housing and education -RRB- has stagnated or regressed since the early seventies,V,V,V,True,True,False,False,False,-0.9990988969802856,-0.8586019277572632,-0.9920694828033447,0.5226737260818481,[nan nan nan],,,,[nan nan nan],,,,,
(NP (NP (NN society)) (CC and) (NP (PRP$ its) (NNS institutions))),society and its institutions,NP,(NP (NP (NN society))),society,NP,(NP (NP (PRP$ its) (NNS institutions))),its institutions,NP,(CC and),and,i think the white need for redemption has contributed to this tragic situation by shaping our policies regarding blacks in ways that may deliver the look of innocence to society and its institutions but that do very little actually to uplift blacks,N,N,N,True,True,False,False,False,0.9729816317558289,-0.9893999695777893,0.9985380172729492,,[0.674 0.464 0.782],0.674,0.464,0.782,[nan nan nan],,,,,
"(SBAR
  (SBAR
    (WHNP (WDT that))
    (S
      (VP
        (MD may)
        (VP
          (VB deliver)
          (NP
            (NP (DT the) (NN look))
            (PP (IN of) (NP (NN innocence))))
          (PP
            (IN to)
            (NP
              (NP (NN society))
              (CC and)
              (NP (PRP$ its) (NNS institutions))))))))
  (CC but)
  (SBAR
    (WHNP (WDT that))
    (S
      (VP
        (VBP do)
        (NP (RB very) (JJ little))
        (ADVP (RB actually))
        (S (VP (TO to) (VP (VB uplift) (NP (NNS blacks)))))))))",that may deliver the look of innocence to society and its institutions but that do very little actually to uplift blacks,SBAR,"(SBAR
  (SBAR
    (WHNP (WDT that))
    (S
      (VP
        (MD may)
        (VP
          (VB deliver)
          (NP
            (NP (DT the) (NN look))
            (PP (IN of) (NP (NN innocence))))
          (PP
            (IN to)
            (NP
              (NP (NN society))
              (CC and)
              (NP (PRP$ its) (NNS institutions)))))))))",that may deliver the look of innocence to society and its institutions,SBAR,"(SBAR
  (SBAR
    (WHNP (WDT that))
    (S
      (VP
        (VBP do)
        (NP (RB very) (JJ little))
        (ADVP (RB actually))
        (S (VP (TO to) (VP (VB uplift) (NP (NNS blacks)))))))))",that do very little actually to uplift blacks,SBAR,(CC but),but,i think the white need for redemption has contributed to this tragic situation by shaping our policies regarding blacks in ways that may deliver the look of innocence to society and its institutions but that do very little actually to uplift blacks,S,S,S,True,True,True,False,False,0.9992904663085938,-0.9893999695777893,-0.9996891021728516,,[0.6964 0.3592 0.5062],0.6963999999999999,0.3592,0.5062,[0.5205 0.4695 0.492 ],0.5205,0.46950000000000003,0.492,0.9765545871990996,0.20810703976559752
"(ADJP
  (ADJP (RB much) (JJR harder))
  (CC and)
  (ADJP (RBR more) (JJ mundane)))",much harder and more mundane,ADJP,(ADJP (ADJP (RB much) (JJR harder))),much harder,ADJP,(ADJP (ADJP (RBR more) (JJ mundane))),more mundane,ADJP,(CC and),and,the specific effect of this hidden need has been to bend social policy more toward reparation for black oppression than toward the much harder and more mundane work of black uplift and development,J,J,J,True,True,False,False,False,-0.9133251905441284,0.8787607550621033,-0.996362030506134,,[nan nan nan],,,,[0.312 0.42  0.48 ],0.312,0.42,0.48,,
(NP (JJ black) (NN uplift) (CC and) (NN development)),black uplift and development,NP,(NN (NN uplift)),uplift,NN,(NN (NN development)),development,NN,(CC and),and,the specific effect of this hidden need has been to bend social policy more toward reparation for black oppression than toward the much harder and more mundane work of black uplift and development,N,N,N,True,True,False,False,False,0.9986321330070496,0.8787607550621033,0.9951240420341492,0.2601493000984192,[0.656 0.779 0.771],0.656,0.779,0.771,[0.827 0.5   0.796],0.827,0.5,0.796,0.9665266238021812,0.3281874464387692
"(PP
  (DT both)
  (PP (IN on) (NP (NNS entitlements)))
  (CC and)
  (PP
    (IN on)
    (NP
      (NP (DT the) (JJ white) (NN guilt))
      (SBAR
        (WHNP (WDT that))
        (S (VP (VBZ generates) (NP (PRP them))))))))",both on entitlements and on the white guilt that generates them,PP,(PP (PP (IN on) (NP (NNS entitlements)))),on entitlements,PP,"(PP
  (PP
    (IN on)
    (NP
      (NP (DT the) (JJ white) (NN guilt))
      (SBAR
        (WHNP (WDT that))
        (S (VP (VBZ generates) (NP (PRP them))))))))",on the white guilt that generates them,PP,(CC and),and,one of the effects of entitlements i believe has been to encourage in blacks a dependency both on entitlements and on the white guilt that generates them,P,P,P,True,True,False,False,False,0.8796653151512146,0.5729297399520874,-0.9530102610588074,,[nan nan nan],,,,[0.208 0.567 0.206],0.208,0.567,0.206,,
"(VP
  (VP
    (VB stop)
    (NP (DT a) (JJ white) (NN businessman))
    (PP
      (IN in)
      (NP
        (NP (NP (DT the) (NNS men) (POS 's)) (NN room))
        (PP (IN of) (NP (DT a) (JJ large) (NN hotel))))))
  (CC and)
  (VP
    (VB convince)
    (NP (PRP him))
    (S
      (VP
        (TO to)
        (VP
          (VB increase)
          (NP (PRP$ his) (NN tip))
          (PP (IN to) (NP (DT the) (JJ black) (NN attendant)))
          (PP
            (PP (IN from) (NP (CD one)))
            (PP (IN to) (NP (CD twenty) (NNS dollars)))))))))",stop a white businessman in the men 's room of a large hotel and convince him to increase his tip to the black attendant from one to twenty dollars,VP,"(VP
  (VP
    (VB stop)
    (NP (DT a) (JJ white) (NN businessman))
    (PP
      (IN in)
      (NP
        (NP (NP (DT the) (NNS men) (POS 's)) (NN room))
        (PP (IN of) (NP (DT a) (JJ large) (NN hotel)))))))",stop a white businessman in the men 's room of a large hotel,VP,"(VP
  (VP
    (VB convince)
    (NP (PRP him))
    (S
      (VP
        (TO to)
        (VP
          (VB increase)
          (NP (PRP$ his) (NN tip))
          (PP (IN to) (NP (DT the) (JJ black) (NN attendant)))
          (PP
            (PP (IN from) (NP (CD one)))
            (PP (IN to) (NP (CD twenty) (NNS dollars)))))))))",convince him to increase his tip to the black attendant from one to twenty dollars,VP,(CC and),and,once i watched him stop a white businessman in the men 's room of a large hotel and convince him to increase his tip to the black attendant from one to twenty dollars,V,V,V,True,True,False,False,False,-0.8498055934906006,-0.7489534616470337,-0.8227899670600891,,[0.6212 0.4476 0.576 ],0.6212,0.4476,0.576,[0.64466667 0.39433333 0.557     ],0.6446666666666666,0.39433333333333337,0.557,0.9981237377485951,0.061229259526979524
"(VP
  (VP
    (VB make)
    (NP (DT this) (NN point))
    (PP (IN to) (NP (DT the) (NN businessman))))
  (CC and)
  (VP
    (TO to)
    (VP
      (VB say)
      (SBAR
        (IN that)
        (S
          (NP (DT no) (JJ white) (NN man))
          (VP
            (MD would)
            (VP (VB do) (PP (IN in) (NP (DT this) (NN job))))))))))",make this point to the businessman and to say that no white man would do in this job,VP,"(VP
  (VP
    (VB make)
    (NP (DT this) (NN point))
    (PP (IN to) (NP (DT the) (NN businessman)))))",make this point to the businessman,VP,"(VP
  (VP
    (TO to)
    (VP
      (VB say)
      (SBAR
        (IN that)
        (S
          (NP (DT no) (JJ white) (NN man))
          (VP
            (MD would)
            (VP (VB do) (PP (IN in) (NP (DT this) (NN job))))))))))",to say that no white man would do in this job,VP,(CC and),and,my friend was quick to make this point to the businessman and to say that no white man would do in this job,V,V,V,True,True,False,False,False,0.8893498778343201,-0.9977840781211853,-0.9749905467033386,,[0.609      0.37433333 0.571     ],0.609,0.37433333333333335,0.5710000000000001,[0.586 0.421 0.542],0.586,0.421,0.5419999999999999,0.9979455530328121,0.059563225045138245
"(S
  (S
    (NP (DT this))
    (VP
      (VBD stopped)
      (S (NP (DT the) (NN victim)) (S (ADJP (JJ cold))))))
  (CC and)
  (S (NP (PRP$ his) (NNS eyes)) (VP (VBD turned) (ADVP (JJ inward)))))",this stopped the victim cold and his eyes turned inward,S,"(S
  (S
    (NP (DT this))
    (VP
      (VBD stopped)
      (S (NP (DT the) (NN victim)) (S (ADJP (JJ cold)))))))",this stopped the victim cold,S,"(S
  (S (NP (PRP$ his) (NNS eyes)) (VP (VBD turned) (ADVP (JJ inward)))))",his eyes turned inward,S,(CC and),and,this stopped the victim cold and his eyes turned inward,S,S,S,True,True,True,False,False,0.8792011141777039,-0.9976498484611511,-0.999170184135437,,[0.2565 0.607  0.275 ],0.2565,0.607,0.275,[0.695  0.4085 0.5075],0.6950000000000001,0.40850000000000003,0.5075,0.831791658572702,0.5345472383241728
"(VP
  (VP
    (VBD worked)
    (NP (NNS nights))
    (PP (IN in) (NP (DT a) (NN factory))))
  (CC and)
  (VP
    (VBD demanded)
    (SBAR
      (IN that)
      (S
        (NP (DT the) (NN house))
        (VP
          (VB be)
          (ADJP (JJ dark) (CC and) (JJ silent))
          (NP (DT all) (NN day)))))))",worked nights in a factory and demanded that the house be dark and silent all day,VP,"(VP
  (VP
    (VBD worked)
    (NP (NNS nights))
    (PP (IN in) (NP (DT a) (NN factory)))))",worked nights in a factory,VP,"(VP
  (VP
    (VBD demanded)
    (SBAR
      (IN that)
      (S
        (NP (DT the) (NN house))
        (VP
          (VB be)
          (ADJP (JJ dark) (CC and) (JJ silent))
          (NP (DT all) (NN day)))))))",demanded that the house be dark and silent all day,VP,(CC and),and,i knew he did not get along with his father a bitter man who worked nights in a factory and demanded that the house be dark and silent all day,V,V,V,True,True,False,False,False,-0.8983528017997742,-0.9992738366127014,-0.9579984545707703,,[0.5   0.5   0.683],0.5,0.5,0.683,[0.49325 0.23175 0.407  ],0.49324999999999997,0.23175,0.40700000000000003,0.9578120087159057,0.38494106691804136
(ADJP (JJ dark) (CC and) (JJ silent)),dark and silent,ADJP,(JJ (JJ dark)),dark,JJ,(JJ (JJ silent)),silent,JJ,(CC and),and,i knew he did not get along with his father a bitter man who worked nights in a factory and demanded that the house be dark and silent all day,J,J,J,True,True,False,False,False,0.54344242811203,-0.9992738366127014,-0.6960936784744263,0.3484167754650116,[0.198 0.398 0.426],0.198,0.398,0.426,[0.469 0.125 0.28 ],0.469,0.125,0.28,0.7591006492803295,0.4114437993213654
"(S
  (S
    (NP (PRP$ my) (NN friend))
    (VP
      (VBD blamed)
      (NP (NP (PRP$ his) (NN father) (POS 's)) (NN bitterness))
      (PP (IN on) (NP (NN racism)))))
  (CC but)
  (S
    (NP (PRP i))
    (VP
      (VBD knew)
      (SBAR
        (S
          (NP (PRP he))
          (VP
            (VBD had)
            (RB not)
            (VP
              (VBN meant)
              (S
                (VP
                  (TO to)
                  (VP
                    (VB exploit)
                    (NP (PRP$ his) (JJ own) (NN pain))
                    (PP
                      (IN in)
                      (NP (DT this) (JJ silly) (NN experiment)))))))))))))",my friend blamed his father 's bitterness on racism but i knew he had not meant to exploit his own pain in this silly experiment,S,"(S
  (S
    (NP (PRP$ my) (NN friend))
    (VP
      (VBD blamed)
      (NP (NP (PRP$ his) (NN father) (POS 's)) (NN bitterness))
      (PP (IN on) (NP (NN racism))))))",my friend blamed his father 's bitterness on racism,S,"(S
  (S
    (NP (PRP i))
    (VP
      (VBD knew)
      (SBAR
        (S
          (NP (PRP he))
          (VP
            (VBD had)
            (RB not)
            (VP
              (VBN meant)
              (S
                (VP
                  (TO to)
                  (VP
                    (VB exploit)
                    (NP (PRP$ his) (JJ own) (NN pain))
                    (PP
                      (IN in)
                      (NP (DT this) (JJ silly) (NN experiment)))))))))))))",i knew he had not meant to exploit his own pain in this silly experiment,S,(CC but),but,my friend blamed his father 's bitterness on racism but i knew he had not meant to exploit his own pain in this silly experiment,S,S,S,True,True,True,False,False,-0.9947305917739868,-0.9992640614509583,-0.9996716976165771,,[0.48875 0.513   0.5385 ],0.48875,0.513,0.5385,[0.29675 0.678   0.47275],0.29674999999999996,0.6779999999999999,0.47275000000000006,0.9563222839445927,0.26155699665656046
"(S
  (S
    (NP (PRP$ your) (NN father))
    (VP (VBD had) (NP (PDT all) (DT the) (JJ goddamn) (NNS chances))))
  (CC and)
  (S
    (NP (PRP you))
    (VP (VBP know) (SBAR (S (NP (PRP he)) (VP (VBD did)))))))",your father had all the goddamn chances and you know he did,S,"(S
  (S
    (NP (PRP$ your) (NN father))
    (VP (VBD had) (NP (PDT all) (DT the) (JJ goddamn) (NNS chances)))))",your father had all the goddamn chances,S,"(S
  (S
    (NP (PRP you))
    (VP (VBP know) (SBAR (S (NP (PRP he)) (VP (VBD did)))))))",you know he did,S,(CC and),and,your father had all the goddamn chances and you know he did,S,S,S,True,True,True,False,False,-0.9090558886528015,0.9381919503211975,0.8998417258262634,,[0.4685 0.5465 0.623 ],0.4685,0.5465,0.623,[0.765 0.361 0.704],0.765,0.361,0.704,0.9490213561376235,0.35900348187726533
"(VP
  (VP
    (VBP sell)
    (NP (VBG printing) (NNS presses))
    (PP (IN to) (NP (JJ black) (NNS people))))
  (CC and)
  (VP (VBP make) (NP (NNS thousands))))",sell printing presses to black people and make thousands,VP,"(VP
  (VP
    (VBP sell)
    (NP (VBG printing) (NNS presses))
    (PP (IN to) (NP (JJ black) (NNS people)))))",sell printing presses to black people,VP,(VP (VP (VBP make) (NP (NNS thousands)))),make thousands,VP,(CC and),and,you sell printing presses to black people and make thousands and your father probably lives down in fat city florida all because you 're white,V,V,V,True,True,False,False,False,-0.7413259148597717,-0.754299521446228,0.9739547371864319,,[0.62266667 0.554      0.57333333],0.6226666666666666,0.5539999999999999,0.5733333333333334,[0.684 0.42  0.48 ],0.684,0.42,0.48,0.9870010728364802,0.17443878263989607
"(S
  (S
    (NP (PRP you))
    (VP
      (VP
        (VBP sell)
        (NP (VBG printing) (NNS presses))
        (PP (IN to) (NP (JJ black) (NNS people))))
      (CC and)
      (VP (VBP make) (NP (NNS thousands)))))
  (CC and)
  (S
    (NP (PRP$ your) (NN father))
    (ADVP (RB probably))
    (VP
      (VBZ lives)
      (ADVP (RP down))
      (PP (IN in) (NP (NML (JJ fat) (NN city)) (NNP florida)))
      (SBAR
        (ADVP (DT all))
        (IN because)
        (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ white))))))))",you sell printing presses to black people and make thousands and your father probably lives down in fat city florida all because you 're white,S,"(S
  (S
    (NP (PRP you))
    (VP
      (VP
        (VBP sell)
        (NP (VBG printing) (NNS presses))
        (PP (IN to) (NP (JJ black) (NNS people))))
      (CC and)
      (VP (VBP make) (NP (NNS thousands))))))",you sell printing presses to black people and make thousands,S,"(S
  (S
    (NP (PRP$ your) (NN father))
    (ADVP (RB probably))
    (VP
      (VBZ lives)
      (ADVP (RP down))
      (PP (IN in) (NP (NML (JJ fat) (NN city)) (NNP florida)))
      (SBAR
        (ADVP (DT all))
        (IN because)
        (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ white))))))))",your father probably lives down in fat city florida all because you 're white,S,(CC and),and,you sell printing presses to black people and make thousands and your father probably lives down in fat city florida all because you 're white,S,S,S,True,True,True,False,False,0.976477324962616,-0.754299521446228,-0.7624122500419617,,[0.638  0.5205 0.55  ],0.638,0.5205,0.55,[0.619      0.40566667 0.523     ],0.619,0.4056666666666667,0.523,0.9959721474243034,0.11948512227237514
(NP (NP (PRP$ my) (NN friend)) (CC and) (NP (PRP i))),my friend and i,NP,(NP (NP (PRP$ my) (NN friend))),my friend,NP,(NP (NP (PRP i))),i,NP,(CC and),and,when he was gone my friend and i could not look at the old man nor could we look at each other,N,N,N,True,True,False,False,False,0.9987623691558838,0.9572292566299438,0.7267126441001892,,[0.906 0.413 0.573],0.906,0.413,0.573,[nan nan nan],,,,,
